"indicador_id","localidade_id","ano","valor","justificativa","data_insercao","data_referencia","fonte","url_fonte","metodologia_calculo","data_coleta","confiabilidade","usuario_insercao","processo_etl","versao_metodologia","flags","nota","esfera_poder","metadados","direcionalidade"
"CAPAG - Endividamento","AC","2022","0.6312994780927449","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Poupança Corrente","AC","2022","0.9095194591738562","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Liquidez","AC","2022","0.12141539917088487","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Nota Final","AC","2022","","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Endividamento","AL","2022","0.8448616295547948","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Poupança Corrente","AL","2022","0.8261434156867012","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Liquidez","AL","2022","0.14016867946300332","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Nota Final","AL","2022","","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Endividamento","AM","2022","0.4627058353714219","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Poupança Corrente","AM","2022","0.9178133165161685","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Liquidez","AM","2022","0.050798640987789995","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Nota Final","AM","2022","","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Endividamento","AP","2022","0.791280554938281","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Poupança Corrente","AP","2022","0.7693530510381394","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Liquidez","AP","2022","7.842305806742827","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","C","estadual","{'nota': 'C', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Nota Final","AP","2022","","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","C","estadual","{'nota': 'C', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Endividamento","BA","2022","0.6452859639261386","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Poupança Corrente","BA","2022","0.8810167306850633","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Liquidez","BA","2022","0.031693545537010474","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Nota Final","BA","2022","","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Endividamento","CE","2022","0.7738371993093526","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Poupança Corrente","CE","2022","0.8799566480725544","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Liquidez","CE","2022","0.05248712234743449","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Nota Final","CE","2022","","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Endividamento","DF","2022","0.3946348141808175","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Poupança Corrente","DF","2022","0.9251899620008659","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Liquidez","DF","2022","0.35470978300415923","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Nota Final","DF","2022","","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Endividamento","ES","2022","0.39192375370753213","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Poupança Corrente","ES","2022","0.8209247561403179","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Liquidez","ES","2022","0.0313883507495988","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Nota Final","ES","2022","","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Endividamento","GO","2022","0.7300610589102993","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Poupança Corrente","GO","2022","0.9134278110591826","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Liquidez","GO","2022","0.11258413185180184","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Nota Final","GO","2022","","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Endividamento","MA","2022","0.5028906557501305","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Poupança Corrente","MA","2022","0.9105482304393452","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Liquidez","MA","2022","3.204682250065857","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","C","estadual","{'nota': 'C', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Nota Final","MA","2022","","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","C","estadual","{'nota': 'C', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Endividamento","MG","2022","1.8730629826852867","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","C","estadual","{'nota': 'C', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Poupança Corrente","MG","2022","0.959411150513459","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","C","estadual","{'nota': 'C', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Liquidez","MG","2022","6.154751492526095","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","C","estadual","{'nota': 'C', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Nota Final","MG","2022","","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","D","estadual","{'nota': 'D', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Endividamento","MS","2022","0.5737834421567097","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Poupança Corrente","MS","2022","0.8640409453668658","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Liquidez","MS","2022","0.14487118190748144","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Nota Final","MS","2022","","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Endividamento","MT","2022","0.2675101953717077","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Poupança Corrente","MT","2022","0.8194832481614923","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Liquidez","MT","2022","0.09035855184744106","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Nota Final","MT","2022","","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Endividamento","PA","2022","0.19730430060230258","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Poupança Corrente","PA","2022","0.8970565816390945","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Liquidez","PA","2022","0.21865288415402928","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Nota Final","PA","2022","","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Endividamento","PB","2022","0.3953430151726248","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Poupança Corrente","PB","2022","0.8651555693813693","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Liquidez","PB","2022","0.01727492772008322","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Nota Final","PB","2022","","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Endividamento","PE","2022","0.5405033651068941","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Poupança Corrente","PE","2022","0.9220268229608659","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Liquidez","PE","2022","0.6273934733045543","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Nota Final","PE","2022","","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Endividamento","PI","2022","0.7897459540003744","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Poupança Corrente","PI","2022","0.8886035871599531","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Liquidez","PI","2022","0.3724187128207964","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Nota Final","PI","2022","","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Endividamento","PR","2022","0.6571616559230543","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Poupança Corrente","PR","2022","0.8984357489635137","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Liquidez","PR","2022","0.06876316694554266","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Nota Final","PR","2022","","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","B","estadual","{'nota': 'B', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Endividamento","RJ","2022","2.226609175533169","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","C","estadual","{'nota': 'C', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Poupança Corrente","RJ","2022","0.9574","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","C","estadual","{'nota': 'C', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Liquidez","RJ","2022","0.8359569704812948","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Nota Final","RJ","2022","","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","C","estadual","{'nota': 'C', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Endividamento","RN","2022","0.39458579814990546","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","A","estadual","{'nota': 'A', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Poupança Corrente","RN","2022","0.9704835758077051","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","C","estadual","{'nota': 'C', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Liquidez","RN","2022","194.74055486478113","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","C","estadual","{'nota': 'C', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
"CAPAG - Nota Final","RN","2022","","None","2025-06-16 20:50:01.729603+00:00","2022-01-01","Tesouro Nacional","https://www.tesourotransparente.gov.br/temas/capacidade-de-pagamento-capag","None","None","None","None","preprocess_capag","None","None","C","estadual","{'nota': 'C', 'frequencia': 'anual', 'esferaDePoder': 'estadual'}","a > b > c"
